body,country,farm,flavor,gram,name,per_1g,price,process,roast,url,variety,lat,lon
ルワンダ北西部ニャビフ郡に位置し、2014年COE4位などの輝かしい実績を誇るブンガCWS。2009年3月に設立され、女性主導の260人のメンバーにより構成されています。CWSの規模こそ小さいものの、ニャビフの特徴である急峻な丘と高い標高に恵まれ、水源であるビルンガ国立公園の近くに位置するなど、コーヒーの生産に非常に適した環境にあります。そうした元々のポテンシャルの高さに加え、2017年には新たにエクスポーターとのパートナーシップの締結し、水洗設備を一新したことで更にカップクオリティを向上さています。品質向上の恩恵が農家にも行き渡る運営がされており、収穫後のボーナスや、コーヒーの苗の無償配布、農家とその家族全てに健康保険を付与するなど、地域コミュニティとの協働を重視しています。,ルワンダ,,プラムやグレープフルーツ、フローラルで複雑な風味が楽しめます。,200,【浅煎り】ルワンダ 「ブンガコーヒーウォッシングステーション」 200g,9.0,1800,ウォッシュト,浅煎り,https://shop.obscura-coffee.com/product/detail/404,ブルボン,-1.970579,30.104429
イルガチェフェディストリクトのゲルボタに住むDANIELSHIFERAW氏の単一農園になります。彼は地域の優れた模範であるモデル農家として認められており、農園管理における質の高いケアを評価されています。,エチオピア,,レモンやプラム、紅茶のような上品な風味を持ったコーヒーです。,200,【浅煎り】エチオピア 「ゲルボタ」 200g（8月28日（金）～9月13日（日）限定販売）,8.5,1700,ナチュラル,浅煎り,https://shop.obscura-coffee.com/product/detail/418,在来品種,8.980603,38.757761
"【生産国】コスタリカ共和国【農園名】バラブランカ農園【精製所】エルマーノバルソ精製所【生産者】エルネスト・ホセ，バルベルデソリス【エリア】タラス【品種】カツアイ【標高】1,800～1,900m【精製】イエローハニー【カッピングコメント】カモミール，シトリック，トロピカルフルーツ，はちみつ，シルキーマウスフィール＜バラブランカ農園・エルマーノバルソ精製所＞バルベルデ一家は、2000年にタラス地域のサンタマリアでドータの緑豊かなコーヒーバレーにある1haのコーヒー農園を始めました。2016年に、HermanoValsoと呼ばれる新しいコーヒービジネスを設立し、第2世代のバルベルデソリス氏は農園にマイクロミルを建設しました。農園では、コーヒーピッカーが熟したチェリーのみを選別し、収穫中に5回まで選別工程を作ることで高品質なコーヒーを生産しています。この機会にぜひお試しください。",コスタリカ,バラブランカ農園,はちみつのような甘さとシルキーな口当たり。雑味がなくクリアーでバランスの良い風味。飲みやすいコーヒー。,200,エルマーノバルソ／200g,7.5,1500,イエローハニー,浅煎り,http://peggycoffee.cart.fc2.com/ca439/194/p-r439-s/,カツアイ,9.928069,-84.090725
"メキシコ2019・カップオブエクセレンス受賞銘柄【生産国】メキシコ合衆国【農園名】イスラ農園（LaIsla）【農園主】GustavoAlfonsoRamirezMoreno【エリア】Islachica,Teocelo,Veracruz【標高】1,220m【品種】CostaRica95【精製】Washed【評点】19位(87.54points)【カッピングコメント】Aroma/Flavororange,gooseberry,rhubarb,rose,lavendar,buttery,papaya,plum,darkfruit,berry,lemongrass,Acidityrefined,citric,complexOthersilky,greenapple,cottoncandy,molasseslikesweetness,grapefruit,raspberry,＜イスラ農園＞イスラ農園は35年前にコーヒー農園を始動しました。現在はティピカ、コスタリカ95、オロアズテカ3品種を栽培しており、コスタリカ95、オロアズテカ品種はさび病対策を目的として8年前に導入しました。コーヒーパルプを利用したミミズを堆肥として用い栽培が行われ、このラミレス一家と、同じ町からの人々を集め約20人で11月中旬から3月中旬まで栽培耕作が行われます。このエリアでは一般的な混作が行われており、コーヒーの他、オレンジやグアバ、バナナを共に植えています。1年のほとんどが温帯湿潤気候ですが、冬は急激に温度が低下し、濃霧が頻繁に発生しすることからこの都市は「霧の森」と呼ばれています。ごく少量です。この機会にぜひお試しください。",メキシコ,イスラ農園（LaIsla）,やさしいフルーツ感と綿あめのような甘さ。バランスの良い芳醇な飲み心地。心を癒やす優雅な味わい。,200,メキシコ・イスラ／200g,9.0,1800,Washed,浅煎り,http://peggycoffee.cart.fc2.com/ca439/138/p-r439-s/,CostaRica95,19.432608,-99.133208
"【生産地】東ティモール民主共和国・アイナロ県・マウベシ群【標高】1,300～1,700m【生産者】コカマウ組合（平均約1ヘクタールの小規模農家）【認証】JAS有機認証【精製】フルウォッシュド東ティモールのアイナロ県マウベシ郡は標高が高く、1300～1700メートルの山間部に位置し、日中の陽射しの強さに比べて朝晩の冷え込みが激しい地域です。年間降雨量も比較的多く、おいしいコーヒーが育つ条件に恵まれています。マウベシで広範囲にコーヒー栽培が始まったのは1960年ごろからと比較的新しく、大規模農園ではなく、平均1ヘクタールあまりの小規模栽培が主です。このマウベシ地域に「マウベシ農業協同組合」略称コカマウ（COCAMAU）が組織され、ティモールのコーヒー豆は栽培されています。2007年に有機JAS認証を取得した、無農薬・有機栽培（オーガニック）のコーヒーです。＜シェードツリー栽培で自然環境に配慮＞コーヒーの木はとてもデリケート。木の根元に日光が当たらないよう、シェードツリー（日陰樹）と一緒に植えています。この方法は、多様な樹木が生い茂り木々の落ち葉が肥料となって森が保たれるので、豊かな自然環境の中で栽培することができます。また、ティモールのコーヒー生産者組合「コカマウ」は、コーヒーの実の果肉部分を集め堆肥に利用しています。＜収穫は、ひと粒ひと粒、完熟チェリーだけを大切に収穫＞直射日光を嫌うコーヒーの木を守るシェードツリーの下で、毎年5月頃にコーヒーの実が赤く色づき始めます。6月頃になると、コーヒー農民たちは赤く完熟したコーヒーの実だけを、ひと粒ずつ手で丁寧に収穫していきます。収穫に機械を使いません。＜山水を使ったフルウォッシュド精製＞山から引いた新鮮な水を使います。果肉と種を分離させたら、発酵。24時間じっくりと熟成させます。その後、水洗いでしっかりとぬめりを取り、果肉をきれいに取り除きます。＜さんさんと降り注ぐ陽の下で天日干し＞東ティモールの人々は自国を、日が昇る場所「ロロサエ」と呼びます。カフェ・ティモールは、ロロサエで太陽の光をふんだんに浴び、約2週間、天日干しして、できあがります。＜ひと粒ひと粒、ハンドピック＞収穫時や収穫後、天日干しの時にも選別していますが、最後、袋に入れる前にも改めて、虫食い豆などの欠陥豆を丁寧に手で選別しています。こうした丁寧な作業を経ることで、良質の豆を日本へ届けることができています。この機会にぜひお試しください。",,,ナッツやハーブのフレーバー。マイルドなコクとやさしい甘みが織りなす絶妙なハーモニー。,200,東ティモール・コカマウ／200g,6.5,1300,,中深煎り,http://peggycoffee.cart.fc2.com/ca417/44/p-r417-s/,,0.0,0.0
"【生産国】ブラジル共和国【農園名】アルタ・ビスタ農園【農園主】ロブソン・ビレラ【エリア】カルモ・デ・ミナス【標高】1,016～1,290m【品種】イエローブルボン【精製】ナチュラル＜ファゼンダアルタ・ビスタ＞近年のカップ・オブ・エクセレンスでは、受賞農園の半分以上を占めることもあるブラジルを代表するスペシャルティコーヒーの生産地、カルモ・デ・ミナス。ブラジルの中でも標高が高く、豊かな土壌、独特のテロアールを持っていることが評価されたスペシャルティコーヒーの名産地です。今回ご紹介するアルタ・ビスタ農園も、このカルモ・デ・ミナス地区に位置する農園になります。この農園をロブソン氏が購入したのは2001年、初めてコーヒーの苗を植えたのは2004年でした。当初は、収穫後の精選設備が不足しておりましたが、何とか設備を見つけることができ、2007年に初収穫分をCOEに出品したところ、見事に7位を受賞しました。以来、AltaVistaのコーヒーは、多くのバイヤーから高い評価を受けるようになり、ロブソン氏も甘んじる事無く、品質の向上に努めました。それは、農園の栽培に関することだけではありません。ひとつには、従業員の待遇向上があり、労働環境と給与を改善し、また上位13人の従業員により高い権限/責任と高い給与をあたえました。それが、アルタ・ビスタ農園の品質向上の根幹となっています。他には、コーヒーの間にバナナを栽培することで、日陰栽培を取り入れました。その後2011年と2012年にもCOEを受賞しています。この機会にぜひお試しください。",ブラジル,アルタ・ビスタ農園,名産地カルモデミナス。クリーミーな口当たりとﾁｮｺﾚｰﾄのようなフレーバー。マイルドでバランスの良い味わい。,200,ブラジル・アルタビスタ／200g,6.5,1300,,中深煎り,http://peggycoffee.cart.fc2.com/ca417/358/p-r417-s/,イエローブルボン,-15.794392,-47.882004
"【生産国】コスタリカ共和国【農園名】サンフランシスコ農園【精製所】ラカソーナミル【生産者】RogerrSolis（ロヘールソリス）【エリア】タラス【品種】カトゥーラ，カトゥアイ【標高】1,700～1,950m【精製】ハニー【カッピングコメント】ベイクドアップル，チョコレート，レッドワイン，クリスピーマウスフィール＜ラカソーナミル＞コスタリカの首都サンホセにあるコスタリカで最も著名なコーヒーエリア、タラス地区。伝統的に当エリアのコーヒーは甘く熟度の高い良質なチェリーを育んできました。様々な山々が連なるタラスエリアの中でも、ラ・カソーナミルがあるセロカネット・レオンコルテス区は十分な日照に恵まれ、きわめて優秀なマイクロクライメットを備えています。ラ・カソーナミルは2013年に設立された新進気鋭のマイクロミルで、現在200袋ほどを生産処理しています。今回のロットは周辺農園であるElRodeo（エル・ロデオ）のパーチメントをミューシレージ分の高いイエローハニーで仕上げ、より甘さを高めたタラスコーヒーとなっています。＜ハニーコーヒー＞「ハニーコーヒー仕立て」とは収穫されたコーヒーチェリーを、パルパーで果肉除去された後、醗酵行程をおかずに、ミューシレージ（粘液質）が残ったままの状態で乾燥行程に入ります。この方法によって、ミューシレージの甘味が豆に移り、通常のウォッシュドコーヒーでは得られにくいハチミツを思わせる独特の香りやボディをもったコーヒー豆が得られます。この機会にぜひお試しください。",コスタリカ,サンフランシスコ農園,コスタリカらしい黒糖のような甘さ、シルキーな口当たり。マイルドでバランスが良く飲みやすいコーヒー。,200,コスタリカ・カソーナ／200g,7.0,1400,ハニー,中深煎り,http://peggycoffee.cart.fc2.com/ca417/278/p-r417-s/,カトゥーラ，カトゥアイ,9.928069,-84.090725
"【エリア】北スマトラアチェ州タケンゴン【標高】1,400～1,500m【品種】アテン亜種，ティムティム亜種【精製】スマトラ式＜マンデリンの生みの親であるパワニ社により厳選された良質な原料豆＞澄み切った青い空、その色を映しこんだ湖の青をイメージしてビルセレクシと名付けたマンデリン・ビルセレクシは、インドネシア語（BahasaIndonesia）で、「ブルー・マンデリン・セレクト」の意を持ちます。コーヒー産地における豊かな自然の象徴、つまり、澄み切った青い空、その色を映し込んだ青い湖の水色をモチーフにしています。＜スマトラアラビカの専業老舗により厳選された良質な原料豆。＞熟練した作業者によって、通常のG1の2倍ものハンドピックの過程を追加依頼。メダン・べラワン港からリーファーコンテナによる海上輸送。産地において品質が保持されたまま日本へ。さらに倉庫においても夏季期間は定温保管を行うことで高温多湿の悪影響による劣化を最小に止めてます。この機会にぜひお試しください。",,,豊かな甘み、芳醇なコク。確かな飲み応え。通常のGⅠの2倍のハンドピックで仕上げた最高品質のマンデリン。,200,ﾏﾝﾃﾞﾘﾝ・ビルセレクシ／200g,8.0,1600,,深煎り,http://peggycoffee.cart.fc2.com/ca37/141/p-r37-s/,アテン亜種，ティムティム亜種,0.0,0.0
"【生産国】コロンビア共和国【農園名】10戸の小農家【標高】1,400～1,500m【品種】カトゥーラ，コロンビア，カスティージョ【認証】JASオーガニック，フェアトレード【精製】Washed【風味】Fragrance/Aroma:Chocolate,Honey,OrangeAftertaste:PleasantSweetness:MediumAcidity:MildBody:MildBalance:BalancedNotes:Roundmouthfeel,redApple＜アソグランコーヒー農協＞・加盟農園のすべてがNOP、JAS、EOSを取得。・当農協は持続可能なコーヒー栽培を通じて環境保全、改善に貢献したいという強い意志のもと発⾜。以来20年近く志をともにする農家たちが伝統的な栽培⽅法で良質なコーヒーづくりに励んでいる。各農家では養蜂場も営んでおりシェードツリーであるグアモの木を利用して蜂蜜を生産している。こうした取組が家族の生産と環境を守るサステイナブルで最高の有機コーヒーを生み出している。・標高1,500m前後で栽培される豆は酸が穏やかで優しい味。この機会にぜひお試しください。",コロンビア,10戸の小農家,JASｵｰｶﾞﾆｯｸ認証取得。理想的な気候風土・標高から生まれる黒糖のような甘さとなめらかでクリーンな味わい。,200,コロンビア・アソグラン／200g,5.5,1100,Washed,深煎り,http://peggycoffee.cart.fc2.com/ca37/364/p-r37-s/,カトゥーラ，コロンビア，カスティージョ,4.710989,-74.072092
"【生産国】ブラジル連邦共和国【農園名】サンタ・カタリ－ナ農園【農園主】ヴィセンチ・ファリア【エリア】Manhuacu（マニュアス市）【プロセス】ナチュラル【標高】870-1,000m＜サンタカタリーナ農園＞サンタカタリーナ農園は5世代に渡り約130年以上の歴史を持ち、5代目の農園主が現在のヴィセンチ・ファリア氏です。ヴィセンチ氏はかつては航空技術者でしたが、現在では農場経営者として5つの農園を所有しています。1997年ドンコヘイア地区で最初に水洗処理システムを導入、2000年第2回カップオブエクセレンス（COE）優勝，SCAMG（ミナス・ジェライス州スペシャルティーコーヒー協会）設立に参加というように、農場経営者として着実に成果を収めてきました。現在ではオペラ・プリマと名付けた焙煎工場を建設し、同名のコーヒーショップを開店しました。氏はこのようなコーヒーショップを各地に広げ、生産・焙煎等を通して消費者に直接販売が出来るシステムを築くことを将来の展望としています。また、常に自然環境の保全に配慮し、特に開墾時には細心の注意を払っています。氏が保有するマリカ農場、ジャカランダ農場は政府より自然環境保全模範農場としての認定書を受けました。残りの農場に付いても現在申請中（2010年現在）です。薬剤散布については、国内で使用許可されている農薬のみを使い、その中でも日本、アメリカ、ヨーロッパで使用禁止とされている農薬は使用していません。農場の全てにコーヒー樹と共にオーストラリア杉を植え、素晴らしい自然環境を生み出すと共に、適度なシェードでコーヒー樹を直射日光から守りつつ、糖分が増し良質な酸味を備えた、品質の高い珈琲を生産しています。＜ペギー珈琲店とサンタカタリーナ農園＞ペギー珈琲店のマスター（安島兄弟）は2015年にこの農園を訪れ、ヴィセンチ・ファリア氏と親交を結びました。この機会にぜひお試しください。",ブラジル,サンタ・カタリ－ナ農園,ナッツやカカオのフレーバー。適度な苦みとコク。ビターチョコのようなまろやかな甘さ。,200,ブラジル・ｻﾝﾀｶﾀﾘｰﾅ／200g,5.5,1100,,深煎り,http://peggycoffee.cart.fc2.com/ca37/191/p-r37-s/,,-15.794392,-47.882004
"【生産国】インドネシア共和国【エリア】スマトラ島北部ドロッサングール【規格】マンデリンG-1【生産者】農協組織小農家【標高】1,400m【品種】アテン種，他【精製】スマトラ式【カッピングコメント】アーシー，ストーンフルーツ，インプルーヴ，クリーミーマウスフィール＜ドロッサングール＞通常の選別をかけた後にスクリーン18のみを選び出し、その状態で重量選別をかけます。大きさが同じ生豆のうち、軽い豆はここで除かれるため、中身がギュッと詰まった、まさにリッチな生豆のみが残ることになります。また、欠点豆を取り除くためにハンドピックを3回行い、じっくり手間をかけて最後まで品質にこだわっています。こうして出来た、芳香かつ上品な甘みを伴ったフレーバーを持つ上質なマンデリン。それが「マンデリッチドロッサングール」ですこの機会にぜひお試しください。",インドネシア,,優良産地ドロッサングール地区産。選別を繰り返した上質なマンデリン。まろやかでクリーン、甘くて芳醇な風味。,200,ﾏﾝﾃﾞﾘﾝ・ドロッサングール／200g,7.5,1500,スマトラ式,深煎り,http://peggycoffee.cart.fc2.com/ca367/370/p-r367-s/,アテン種，他,-6.208763,106.845599
"【生産国】エチオピア連邦民主共和国【生産者】小農家ステーション【エリア】南部諸民族州ゲデオゾーンコンガ村【標高】1,780～1,870m【精製】ナチュラル【品種】在来種【規格】G1＜“TheCeremony”シリーズ＞自社で精選ステーションを持つHailesllasie社(ハイレスラシエ)と組んでお届けするイルガチェフェは、原料の出所・精選所を村単位にまで絞ったロットです。原料を調達する村や精選所を指定することでより純度の高い豆を揃え、ロットによるブレをできるだけおさえ、安定的に調達するという手法です。コモディティにちょっと手を加えるこの手法でお届けしたいコンセプトは「普段使いできるけど、いつものヤツよりちょっと良い」というもの。ピカピカのスペシャルティにこだわるのではなく、価格をおさえながら、ひと工夫することでほんの少し品質が良くなるという、新たな価値を提供する商品になります。このコンセプトは「贅沢なものは出せないけれど、来客に対してちょっとしたおもてなしをしたい」というエチオピアの伝統儀式・コーヒーセレモニーに通ずるものでもあるため、TheCeremony”というブランド名をつけることとしました。フレンチローストで仕上げました。この機会にぜひお試しください。",エチオピア,,華やかな香りのイルガチェフェを深くロースト。モカ独特の力強い風味。抜群のコクと甘み。,200,モカ・フレンチロースト／200g,7.0,1400,ナチュラル,深煎り,http://peggycoffee.cart.fc2.com/ca367/254/p-r367-s/,在来種,8.980603,38.757761
"【生産国】グァテマラ共和国【農園名】レタナ農園【生産者】フェルナンド・コフィーニョ【エリア】アンティグア【標高】1,550m【品種】レッドブルボン100％【精製】フーリーウォッシュド【認証】APCA認証（アンティグア・コーヒー生産者協会）＜アンティグアレタナ農園＞グアテマラ・アンティグアは3つの火山に囲まれた盆地で、火山灰質の豊かな土壌が広がり、山から吹き付ける冷涼な空気が昼夜の寒暖の差を生み出します。最高品質のコーヒーを作る自然条件が揃ったアンティグアは、グァテマラで最初にコーヒー栽培の始まった伝統に加え、また古くから最高品質コーヒーの代名詞です。また、コーヒーの名とともに、古都アンティグアは町全体が世界遺産となっており、中米の一大観光地です。元々レタナ農園はカトリックの修道士たちの手により運営されていました。農園名はその当時の代表・レタナ神父の名前に由来しています。弊社向けに希少で味のよいレッドーブルボンを、買い付けしております。このレタナ農園のコーヒーは弊社グァテマラ駐在員がCOE国際審査会で偶然出会ったものです。そのとき、このコーヒーは味合わせ用に使われたのみで、本選にはエントリーしておらず、姿を現しませんでした。しかし、そのアプリコットに似たフレーバーは、品評会にいた人々を騒然とさせ、その後、アンティグアの品評会では優勝を果たしました。トップオブトップ・ジェヌイン・アンティグアの単一農園で作られた正真正銘のブルボンコーヒーをご賞味ください。この機会にぜひお試しください。",グァテマラ,レタナ農園,アンティグア産特有の力強いコクと豊かな香り。ﾐﾙｸｷｬﾗﾒﾙのようなﾌﾚｰﾊﾞｰとｶﾗﾒﾙｼﾛｯﾌﾟのような甘さ。,200,グァテマラ・レタナ／200g,7.0,1400,フーリーウォッシュド,中深煎り,http://peggycoffee.cart.fc2.com/ca367/317/p-r367-s/,レッドブルボン100％,14.634915,-90.506882
ケニアの小農家のオークションロット 肥沃な火山の堆積物によって作られたキリニャガの土壌は、芳醇な甘みとフレーバーを持ったコーヒーを生み出します。 ムシャガラファクトリーの品質は毎年素晴らしくオークションでも高い人気を誇っています。 熟練のファクトリーマネージャーによってばらつきがないように品質管理されています。 深煎りらしい重厚な飲み口と、カシスリキュールにつけたダークチェリーのような奥深いカクテルのような風味をお楽しみください。,ケニア,,濃厚な味わいを引き立たせるために深煎りに仕上げました。重厚な味わいとダークチェリーのようなとろっとした粘性のある甘みを感じてもらえるかと思います。まろやかな口当たり、濃厚な味わいが好きな方にオススメのコーヒーです。,150,ケニア　ムシャガラ・ファクトリー,9.133333333333333,1370,フリーウォッシュド,フルシティロースト,https://webshop.tabinone.net/?pid=150657415,"SL28,SL34,ルイル11",-1.292066,36.821946
マンデリン特有の濃厚で芳醇な風味 ハーブのような爽やかな香りとマンゴーのようなトロッとした甘みや酸味があり、ミルクチョコレートのような飲み口です。深煎りコーヒーらしいどっしりとしたボディと、ナッツを感じさせる心地よい苦味が特徴です。,インドネシア,,日本人に愛されるマンデリン。ビターな甘さと苦味、濃厚な味わいは、本と一緒にゆっくり楽しみたいコーヒーです。マンデリンはミルクとの相性も抜群で、カフェオレやアイスコーヒーにもオススメです。（カフェオレの割合はミルク５・マンデリン５がおすすめです。）タビノネでもカフェオレはこのマンデリントバコを使用しています。,150,マンデリン トバコ,8.3,1245,スマトラ式,フレンチロースト,https://webshop.tabinone.net/?pid=150074499,ティピカ種,-6.208763,106.845599
誰にでも愛されるコーヒー 世界最良のコーヒー生産地のうちの一つとして名高いグアテマラ・アンティグア地区。火山の噴火を遠目に眺める、美しい農園で厳選されたロットを仕入れています。 火山がもたらした豊かな土壌から生まれるこのコーヒーは、甘みと酸味のバランスが非常によく、癖のない味わいです。 ローストしたアーモンドのような香ばしさもありながら、喉越しは爽やかで、スイートポテトのような甘い余韻が長く続きます。 まったりとしつつも後味はフルーティ。 いつまでも飲み続けられるような飲みやすさから、毎日のカフェタイムや贈り物にも人気のコーヒーです。,グァテマラ,アルトデメディナ農園,キャラメルナッツのような甘い風味が一番の魅力。バランスの良い苦味・甘味・酸味が見事に揃ったコーヒー。癖もなくバランスの良い風味は多くの人に好まれるコーヒーだと思います。濃いめに淹れてアイスコーヒーも抜群に美味しいです。,150,グアテマラ アルトデメディナ農園,8.2,1230,フリーウォッシュド,フルシティロースト,https://webshop.tabinone.net/?pid=149881330,ブルボン,14.634915,-90.506882
完熟オレンジのような深い甘さと絶妙な果実感 ホンジュラスの名農園のCOE2017年入賞豆が入荷しました。 少し深めの焙煎ですが、トロッとした口当たりを感じた後にオレンジのようなフレーバーがほんのりと香ります。 蜂蜜のような奥深い甘みがあり、スイーツを食べているかのような甘い余韻が残ります。 苦味は少なく、果実感と甘みの余韻をお楽しみ頂けます。,ホンジュラス,エルロブラル農園,女性人気NO.１。ジューシーな甘いオレンジ感とダージリンのような深い味わいが魅力的なコーヒーです。タビノネで非常に高い人気の銘柄。ドリップでそのままもおすすめですが、生クリームかハチミツが家にあれば少し垂らしてみてください。不思議と甘さ、華やかさが一層引き立ちます。,150,ホンジュラス エルロブラル農園(COE入賞) ,8.8,1320,フリーウォッシュド,シティロースト,https://webshop.tabinone.net/?pid=150074583,カツアイ、カツーラ,14.072275,-87.192136
この味わいはデカフェじゃない デカフェと聞くとなんだか物足りない味。そんなイメージを持たれている方も多いのではないかと思います。 この完熟デカフェにはきっと誰もが裏切られます。オーナー焙煎士の北辺だけでなく、タビノネのバリスタも全員裏切られました。「この味わいはデカフェじゃない！」 糖度23度の完熟デカフェコーヒー そのままでも素晴らしい味わいのコーヒーを作るコロンビアラ・プラデーラ農園。 標高約1800メートルの高地栽培のオーガニックコーヒー（JAS認証）を100%使用しました。豊かな土壌と激しい寒暖差で非常にジューシーな華やかな甘みのコーヒーが生まれます。 今回の完熟デカフェのコーヒーチェリーの糖度は23度。マンゴーよりも高い糖度のコーヒーをデカフェ処理することにより、華やかで芳醇な味わいのデカフェが生まれました。 美味しいデカフェの秘密 タビノネの完熟デカフェはこれは本当にデカフェ？と感じるほど素晴らしい華やかさ甘さが広がります。 その美味しさの秘密は素材の良さと、カフェイン除去のの特殊製法にあります。化学薬品を使わず、標高5636mの山からの湧き水を使ってカフェインを除去しています。元来のデカフェ加工はそこで終わりなのですが、今回のデカフェの特殊製法はカフェインとともに流れ出てしまった旨味の元になるカフェイン以外の成分を抽出して、もう一度生豆にもどす処理を行います。この製法により芳醇な風味をキープしたままカフェインのみを取り除くことができるのです。 夜安心してコーヒーが飲める幸せ カフェインを気にせず、寝る前のリラックスタイムに。 妊婦さん、授乳中の方やカフェインが苦手な方も99%以上カフェインカットなので安心して、１杯でも２杯でも気にせずに夜のコーヒーを楽しんでいただけます。,,,,150,糖度23度の完熟デカフェコーヒー,9.933333333333334,1490,ウォッシュド,フルシティロースト,https://webshop.tabinone.net/?pid=152388261,カツーラ、カスティージョ,0.0,0.0
天然酵母が生み出すクリーンで柔らかい香味 バリ島ボン村のコーヒー農家さんのリーダー「パック・スラマット」バリのコーヒーのイメージを変えたいと彼が試行錯誤の末、生み出したのが天然酵母をを使ったコーヒー作り。 丁寧に収穫したオーガニックコーヒーを、地元のオレンジやココナッツなどから作った天然酵母と一緒に漬け込みます。手間がかかる精製法ですが、オレンジのような華やかでクリーンな風味が際立ちます。 もともと精製所で働いていたスラマット 。彼のコーヒー作りへの想い、美味しいコーヒーへのあくなき追求心が生んだマイクロロット。大胆で革新的な精製から生み出される華やかな風味をぜひお楽しみください。,インドネシア,,ただでさえ華やかなバリのコーヒーをより華やかに、より美味しいものに。スラマットの情熱には頭が下がります。天然酵母も毎年改良し続けて、ボジョレーワインみたいに、収穫年によって味わいが変わるのも楽しいところ。今年の出来は透き通った綺麗な風味で、浅煎りに仕上げています。バレンシアオレンジや、ココナッツ、パインのようなエキゾチックなフルーツ感を楽しんで頂けると思います。,150,インドネシアバリ パックスラマット,9.2,1380,天然酵母プロセス（ウォッシュド）,シティロースト,https://webshop.tabinone.net/?pid=149477482,アロブ,-6.208763,106.845599
ベリーの風味が弾ける圧倒的な果実感 コーヒーの生まれの地エチオピア。その中でも最高峰の産地で知られるイルガチェフェ地区。 現地の農協によって高いクオリティが毎年維持されています。標高1800メート以上の寒暖差の激しい土地で生まれる生まれる官能的なフレーバー。 さっぱりとした飲み口ながら完熟したラズベリーのような華やさと甘さをお楽しみいただけます。,エチオピア,,このコーヒーに衝撃を受けた方も多いのではないでしょうか？チェリーごと乾燥させる精製方法「ナチュラル」。果肉の甘みが種に移り、熟成した赤ワインのような風味を生みます。焙煎は浅煎りですが、酸味はまろやかで、朝すっきりコーヒーを飲みたい時、食後におすすめです。ワイングラスで香りと一緒にお楽しみください。,150,エチオピア イルガチェフェ,8.8,1320,ナチュラル,ハイロースト,https://webshop.tabinone.net/?pid=150075122,在来種,8.980603,38.757761
ミャンマーのイメージを大きく覆す糖度30度のマイクロロット ミャンマーユアンガンで15年以上丁寧にコーヒーを作り続けるドープシュエ。 旅の音オーナー北辺が産地に赴き、農家に精製までお願いして作った渾身のマイクロロット。 ピンクグレープフルーツのような華やかかつクリーンな香味と、じんわりと広がる奥深い甘さ。甘み・ボディ・酸味のバランスが素晴らしいコーヒーです。アジアのコーヒーのイメージが覆るような華やかで甘美な味わいのコーヒーです。 ドープシュエのコーヒーチェリーの糖度はなんと「30」。（巨峰やメロンの糖度は約18度ほど） 一番美味しい時期のチェリーだけを摘み、まるで赤い宝石のようなチェリーばかり！ 「美味しいコーヒーをたくさん日本に届けたい」と話すドープシュエ。 彼女の想いが素晴らしい品質を支えています。,ミャンマー,,ミャンマーに2019年に赴き、彼女のコーヒー作りに感動しました。今では毎年訪問し大切なコーヒーパートナーです。彼女のコーヒー作りへの情熱、チェリーの熟度は本当に素晴らしいです。完熟した果実の香り、グレープフルーツのようなキュッと詰まった風味。 甘く、鮮やか。そして美しい。ドープシュエのコーヒーはきっとアジアのコーヒーのイメージを覆します。,150,ミャンマー ドープシュエ,8.3,1245,ナチュラル,シティロースト,https://webshop.tabinone.net/?pid=150074640,カツアイ、サンラモン,19.763306,96.07851
夏の始まり、琥珀のしずく 【琥珀のしずく】（こはくのしずく） 柔らかい口当たり、胡桃のような香ばしい風味。 サクランボのような優しい甘さが広がります。 最後の一滴まで甘い、アイスコーヒーにもおすすめの季節限定ブレンドです。 もちろんホットでもこってりとした奥深い味わいをお楽しみいただけます。 ・焙煎度 フルシティロースト（深煎り）,,,,150,琥珀のしずく,8.3,1245,,フルシティロースト,https://webshop.tabinone.net/?pid=151086067,,0.0,0.0
前回販売のタママウンテンに続きコロンビア南部、ナリーニョエリアのコーヒーのご紹介です。 当エリアでは1haに満たない小規模な農家が大半を占めます。 農家では収穫した豆を途中まで精製し、FNC（コロンビアコーヒー生産者連合会）が 買い取り、最終的な製品に仕立てています。 サマニエゴ地区は腐葉土からなる肥沃な土壌で、コーヒーの栽培に特に適しています。 FNCが高品質な豆を選んで買い取った中から、さらに実際にカッピングして 味わいの優れたものを選別したスペシャルロットとなります。 明るいオレンジのような果実感のある酸と甘みが感じられます。 ナリーニョ産らしい厚みのあるコク。 クリーンで滑らかな口当たり。 どなたにもオススメできる味わいです。 深い谷の斜面にコーヒー畑が広がります。 パーチメントの乾燥風景。農家ではここまで仕立てた後FNCに販売します。,コロンビア,,コロンビア南部、ナリーニョエリアの農園。オレンジのような甘みと酸、雑味のないマイルドな味わいのコーヒーです。,200,【クリックポストOK】コロンビア「ナリーニョ・サマニエゴ」中深煎り 200g,7.02,1404,ウォシュト,中深煎り,https://tao-coffee.net/SHOP/1cl0301c.html,カスティージョ、カトゥーラ、コロンビア,4.710989,-74.072092
